ID,行政區,地址,店名,店家說明
027b95da-b130-4e17-9c7c-223c78836c3c,中山區,臺北市中山區玉門街1號,花博農民市集 雷永誌,芭樂小農
02c02f7f-229b-4cae-9b75-38c5926ee3a3,中山區,臺北市中山區玉門街1號,花博農民市集 莊榮宜,歡迎來到老莊有機農場！
02c264b9-2ad6-4a03-b37a-7718333bdd76,中山區,臺北市中山區玉門街1號,花博農民市集 蘇建銘,酪梨，季節水果
03d431ce-5388-4932-989a-9e83848d02fd,中山區,臺北市中山區玉門街1號,花博農民市集 陳添進,茶葉
03fce826-c71e-4b6c-8f38-113eec091ed2,中山區,臺北市中山區玉門街1號,花博農民市集 鄭世瑤,原生種黑豆的加工產  有醬油  黑豆茶包  豆豉等等加工產品
0894c689-0a31-4466-ad49-8757e39dd403,中山區,臺北市中山區玉門街1號,花博農民市集 張龍潭,帝王芭樂、胭脂芭樂、翠玉芭樂
08f4b519-a32d-4147-be93-176b90547f7a,中山區,臺北市中山區玉門街1號,花博農民市集 陳榮煌,農產品都是有機種植
0d94915e-94bf-454c-87a0-77e6ba6b6693,中山區,臺北市中山區玉門街1號,花博農民市集 江文孝,鳳梨豆腐乳 鳳梨酵素 鳳梨醬 鳳梨果醬 鳳梨乾
0e020958-1460-46b9-848b-33c1265fd109,中山區,臺北市中山區玉門街1號,花博農民市集 劉日生,台灣在地蜂農.蜂園成立近六十年.養蜂人第二代.蜂蜜相關系列產品
1053ea48-7817-45fa-ae02-7a5e160b8541,中山區,臺北市中山區玉門街1號,花博農民市集 李金鶴,新鮮農產品展售，小黃瓜，短期葉菜，根莖類等。
12ad3b3b-8e95-407f-abf5-0f7510aed16d,中山區,臺北市中山區玉門街1號,花博農民市集 陳永哲,花蓮優質農產品，產地直送、品質優良
1377b97d-4505-4813-8b82-b473830a2ea3,中山區,臺北市中山區玉門街1號,花博農民市集 洪健智,傻玉米！
145349ba-4945-4da7-ab20-9b3079a31ef2,中山區,臺北市中山區玉門街1號,花博農民市集 鍾長樺,米
