ID,行政區,地址,店名,店家說明
10d9a12c-2099-44c5-aff6-c547db71cf3b,文山區,臺北市文山區指南路三段38巷37之1號1樓,阿義師的大茶壺茶餐廳,貓空休區 堅持融合在地食材來演繹料理的多元層次，並從不斷研發及經驗與智慧併下的製作方式，讓味道的美味變化無窮，重新解構傳統與創意美食，演化出既可以懷舊又新穎的茶、花及水果特色料理。
1d98411f-e89c-418b-a00c-b8bdfc4a1894,文山區,臺北市文山區指南路3段38巷28號,貓空小木屋,貓空休區
1ea7d04c-7f82-43d1-9612-39123397379c,文山區,臺北市文山區指南路三段38巷33號2．3樓,山中茶餐廳,山中茶餐廳 絕佳的地理位置，走上樓您會發現另一個世外桃源般的仙境！吃著美食！喝著好茶！ 不同時段、不同天氣，都有不一樣的驚喜！  從山中茶俯瞰台北市景，綠色群山圍繞，天空雲彩在陽光映照下，迷人、驚艷。
23fb0f3a-3086-4b73-974b-a51c24471c7d,文山區,臺北市文山區景文街1號,台北市景美區農會,台北市景美區農會
2b01d467-fba7-4565-851e-f9cb1cac4b57,文山區,臺北市文山區指南路三段40巷36號(原32-1號),威叔茶莊,貓空休區
2c7500d5-6c1d-4015-a3a0-9961dd3daf3b,文山區,臺北市文山區指南路三段40巷24之2號,貓空龍芽茶坊,貓空休區
2d0e3960-4857-49bc-9620-ac09d95243e1,文山區,臺北市文山區指南路三段38巷33-1號（對面山坡）,貓空清泉廣場,"本店有美味佳餚與百萬景色，貼心附設遊戲室與親子廁所。歡迎蒞臨，讓我們能為您們服務"""
30ed27c3-ce26-4860-aca1-0df53fe81aa2,文山區,臺北市文山區指南路三段38巷33-1號,四哥的店,貓空休區
32d5101f-66e8-4cfb-99ec-afae0a4a633e,文山區,臺北市文山區指南路三段38巷14-2號,光羽塩,貓空休區
3680ab82-4067-405f-ac7b-32bbdd7bce91,文山區,臺北市文山區指南路 3 段 38 巷 33-5 號正對面正對面,找茶屋 found.your.tea,貓空休區
3f1fad40-38de-4ce8-9513-c2e5bc71ae46,文山區,臺北市文山區指南路三段38巷16-8號,貓空茶屋,貓空休區
406b10f7-8290-4625-9a54-ba5408eddbbe,文山區,臺北市文山區木柵里木柵路３段７７號２樓,臺北市木柵區農會供銷部農特產品展售中心,銷售各區農會優良農特產品、加工品及生活用品
4fce335f-9d38-4416-b17d-de1d196e27f1,文山區,臺北市文山區指南路三段38巷33號2樓,山中茶景觀餐廳,絕佳的地理位置，走上樓您會發現另一個世外桃源般的仙境！吃著美食！喝著好茶！ 不同時段、不同天氣，都有不一樣的驚喜！  從山中茶俯瞰台北市景，綠色群山圍繞，天空雲彩在陽光映照下，迷人、驚艷。
57d012c6-7ad4-4f6a-a788-b3c19a765ec3,文山區,臺北市文山區指南路3段38巷18之2號,大頭土雞城餐廳,貓空休區
